time,asset,AdrActCnt,CapMVRVCur,CapMrktCurUSD,HashRate,NVTAdj,PriceUSD,SplyCur,TxCnt,TxTfrValAdjUSD,VelCur1yr,ETH_Trends,RSI_14,ROC_14,MFI_14,TSI_13_25_13,TSIs_13_25_13
2016-02-19,eth,6183.0,3.07514061,355252683.61597854,0.737348993604777,161.77180538,4.58564058328463,77470677.68698001,18412.0,2196011.120629273,1.92993326186041,33.0,62.19963916974158,78.81156958969278,68.77077131166554,36.723592940275104,55.155104168874786
2016-02-20,eth,5328.0,2.93386062,337150899.0673879,0.7492187998392191,90.54006179,4.35048920105202,77497238.46823001,16714.0,3723775.889012072,1.9447095235244598,18.0,58.87462127941243,70.67301163003899,66.613792036644,33.186630608140575,52.01675080305562
2016-02-21,eth,6463.0,3.09085,358503162.8579785,0.758125164432766,193.78209592,4.62442860549386,77523775.03073001,17119.0,1850032.4353930298,1.95020915730189,27.0,61.45936027449811,59.569190854375904,66.89742537780866,31.27536847179019,49.05369618430342
2016-02-22,eth,6109.0,3.65668403,433795077.53217274,0.79345498036166,118.33657836,5.59370853594389,77550532.84323001,18190.0,3665773.369160589,1.9599162043830902,29.0,68.90603365122205,75.69437120672869,68.36560688834243,32.410382763379026,46.67607998131422
2016-02-23,eth,6178.0,3.64876153,435200353.3211109,0.792767178502098,150.04650800000002,5.60993619696084,77576702.84323001,18482.0,2900436.3987937993,1.9668422330963102,32.0,69.0139781710309,44.08551881750493,68.59331946258527,33.28752347109861,44.763429051283424
2016-02-24,eth,6145.0,3.99644109,483799717.8685838,0.793471495827967,139.86962239,6.2342810093512595,77603129.71823001,19540.0,3458933.4667147077,1.9750606157333201,27.0,72.91051265988216,42.41052243274049,66.93614129886984,35.44665353168419,43.4324611199121
2016-02-25,eth,6740.0,3.86721974,471390374.8352927,0.805837074009896,96.75077850000001,6.07227434482759,77629953.46823001,19503.0,4872212.731856805,1.9863145332313201,45.0,70.4353902422438,3.4117176129594635,66.44931015216834,36.29407231634779,42.412691290831475
2016-02-26,eth,6649.0,3.33886106,456275314.3264169,0.8222341836294591,20.61664047,5.875550437171251,77656607.53073001,21068.0,22131409.576089453,2.03731383267212,35.0,67.44145496166743,7.406155098920998,57.970003952185095,36.00569743144436,41.49740645377618
2016-02-27,eth,6033.0,3.4736779,490235501.33114713,0.841438878820139,37.372287,6.31073388778492,77682803.62448001,18981.0,13117621.123259678,2.0647487786116,30.0,70.43527217081824,20.923300860660298,68.43765725013492,36.745924516339336,40.818623319856634
2016-02-28,eth,6648.0,3.54504607,505019542.90805626,0.857873660619457,106.63497492,6.498836068381059,77709229.40573001,19063.0,4735965.3179440955,2.07415804575279,35.0,71.64876821810758,26.04795819549848,74.8641066700647,37.7302243942112,40.37742347333585
2016-02-29,eth,7332.0,3.34140044,492312028.749522,0.83360493839846,120.14701966,6.3332534307422605,77734458.93698001,20358.0,4097580.0328602106,2.0826969718292,44.0,68.96527440170235,22.91165694395552,68.65510997707266,37.72039623486928,39.997848153554905
2016-03-01,eth,7800.0,3.54725879,585258049.4246298,0.845613917060655,67.73870978,7.526375699590879,77760940.03073001,21778.0,8639934.99954654,2.09879481703039,35.0,75.953894804178,76.57738202260262,79.12894533317831,40.19794816787621,40.02643386988653
2016-03-02,eth,8668.0,3.42307194,662655932.070269,0.882525017548909,23.37315117,8.518787907656339,77787584.24948001,23562.0,28351159.293289952,2.14402583059069,56.0,79.99015454538977,123.5327202523382,87.64313568986408,43.920613260775355,40.58274521144208
2016-03-03,eth,9175.0,3.57186608,722493178.490085,0.905177587872144,41.70826487,9.284910244301571,77813695.49948001,24837.0,17322542.20552825,2.17036994866172,81.0,82.44054902894497,112.62368946054093,90.18754818556285,47.925286852735006,41.631679731626775
2016-03-04,eth,9118.0,3.47951158,776737643.0951619,0.93299244420922,58.53498031,9.978698143191119,77839577.06198001,24287.0,13269631.918459421,2.18913124803132,58.0,84.31390532006145,117.60750678029629,91.9114341919127,51.8728043717993,43.0946975373657
2016-03-05,eth,10229.0,3.54122008,837139607.0847106,0.9796854965648109,29.72034489,10.7510062758621,77866162.99948001,27115.0,28167223.836923,2.22544047135977,66.0,86.0926092997172,147.12177824191195,95.53579019002363,55.76408025087662,44.90460935358154
